Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
621,534477110,50,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,120.0,Unf,0.0,736.0,856.0,GasA,Ex,Y,SBrkr,1112,556,0,1668,0.0,0.0,1,1,3,1,TA,6,Min2,0,,Attchd,1950.0,Unf,1.0,271.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,9,2009,WD ,Normal,140000
650,535353060,20,RL,75.0,9533,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,140.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,FuseA,1210,0,0,1210,0.0,0.0,1,1,2,1,TA,7,Typ,0,,Attchd,1953.0,Fin,1.0,616.0,TA,TA,Y,208,0,100,0,0,0,,MnPrv,,0,8,2009,ConLD,Normal,102900
1879,534252060,90,RL,,10624,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,GLQ,40.0,Rec,264.0,1424.0,1728.0,GasA,TA,Y,SBrkr,1728,0,0,1728,0.0,1.0,2,0,6,2,TA,10,Typ,0,,Detchd,2002.0,Unf,1.0,352.0,TA,TA,Y,155,0,0,0,0,0,,,,0,11,2007,WD ,Normal,119000
458,528178010,20,RL,117.0,15262,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,470.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1557.0,Unf,0.0,643.0,2200.0,GasA,Ex,Y,SBrkr,2200,0,0,2200,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2003.0,Fin,3.0,685.0,TA,TA,Y,208,55,0,0,0,0,,,,0,7,2009,WD ,Normal,382500
2199,909251030,30,RL,54.0,7223,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,319.0,Unf,0.0,971.0,1290.0,GasA,TA,Y,SBrkr,1422,0,0,1422,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1973.0,Unf,1.0,352.0,TA,TA,Y,0,0,64,0,0,0,,MnPrv,,0,4,2007,WD ,Normal,136500
1994,902302150,190,RM,85.0,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,662.0,662.0,GasA,TA,N,SBrkr,1422,915,0,2337,0.0,0.0,2,0,5,2,TA,10,Min2,0,,Detchd,1945.0,Unf,2.0,560.0,TA,TA,Y,0,57,0,0,0,0,,,,0,9,2007,WD ,Normal,90000
833,906402060,80,RL,,12800,Pave,,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518.0,Unf,0.0,0.0,1518.0,GasA,Gd,Y,SBrkr,1644,0,0,1644,1.0,1.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2.0,569.0,TA,TA,Y,80,0,0,0,396,0,,,,0,8,2009,WD ,Normal,275000
2584,535303050,20,RL,75.0,11310,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1367.0,1367.0,GasA,Ex,Y,SBrkr,1375,0,0,1375,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1954.0,Unf,2.0,451.0,TA,TA,Y,0,30,0,0,0,0,,,,0,6,2006,WD ,Normal,140000
305,911128180,50,C (all),60.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,TA,Y,FuseA,698,430,0,1128,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1980.0,RFn,2.0,528.0,TA,TA,Y,30,0,164,0,0,0,,,,0,4,2010,COD,Abnorml,68400
2276,921128030,20,RL,85.0,12633,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,242.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1824.0,1824.0,GasA,Ex,Y,SBrkr,1824,0,0,1824,0.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3.0,932.0,TA,TA,Y,160,36,0,0,108,0,,,,0,9,2007,New,Partial,392000
1515,909101060,30,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,41.0,Unf,0.0,823.0,864.0,GasA,TA,N,FuseF,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,,,,,0.0,0.0,,,N,0,0,100,0,0,0,,,,0,9,2008,WD ,Normal,67000
2874,910200060,50,RM,50.0,7000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1926,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,374.0,Unf,0.0,487.0,861.0,GasA,Ex,Y,SBrkr,861,424,0,1285,0.0,1.0,1,0,3,1,TA,6,Typ,0,,Detchd,1950.0,Fin,2.0,506.0,TA,TA,Y,96,0,132,0,0,0,,MnPrv,,0,5,2006,WD ,Normal,145400
845,907181100,20,RL,68.0,9017,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,560.0,Unf,0.0,871.0,1431.0,GasA,Ex,Y,SBrkr,1431,0,0,1431,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,Fin,2.0,666.0,TA,TA,Y,0,35,0,0,0,0,,,,0,9,2009,WD ,Normal,192000
41,528120100,20,RL,95.0,12182,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201.0,Unf,0.0,340.0,1541.0,GasA,Ex,Y,SBrkr,1541,0,0,1541,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,RFn,2.0,532.0,TA,TA,Y,0,70,0,0,0,0,,,,0,5,2010,New,Partial,220000
2066,905225020,60,RL,99.0,16779,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,5,4,1920,1996,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,356.0,TA,Fa,CBlock,Gd,TA,No,BLQ,267.0,Unf,0.0,404.0,671.0,GasA,Fa,Y,SBrkr,1567,1087,0,2654,0.0,0.0,3,0,4,1,TA,11,Mod,1,Gd,Attchd,1946.0,Unf,2.0,638.0,TA,TA,Y,128,570,0,0,0,0,,,Shed,500,5,2007,WD ,Normal,158000
411,527453060,160,RL,24.0,2280,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,566.0,Unf,0.0,289.0,855.0,GasA,TA,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976.0,Unf,2.0,440.0,TA,TA,Y,87,0,0,0,0,0,,,,0,7,2009,WD ,Normal,148500
839,907131090,60,RL,43.0,10667,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385.0,ALQ,344.0,70.0,799.0,GasA,Ex,Y,SBrkr,827,834,0,1661,1.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2.0,550.0,TA,TA,Y,158,61,0,0,0,0,,,,0,4,2009,ConLw,Normal,212000
1164,533212140,160,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,689.0,689.0,GasA,Ex,Y,SBrkr,703,689,0,1392,0.0,0.0,2,0,2,1,Gd,5,Typ,0,,Detchd,2007.0,Unf,2.0,540.0,TA,TA,Y,0,102,0,0,0,0,,,,0,3,2008,WD ,Abnorml,146000
1226,534477090,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,32.0,Rec,308.0,232.0,572.0,GasA,Gd,Y,SBrkr,1337,0,0,1337,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Attchd,1950.0,RFn,1.0,264.0,TA,TA,Y,0,192,0,0,0,0,,,,0,9,2008,WD ,Normal,141500
662,535382100,70,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,560.0,560.0,GasA,Ex,Y,SBrkr,930,760,0,1690,0.0,0.0,2,0,4,1,Gd,5,Typ,0,,Detchd,2008.0,Unf,2.0,624.0,TA,TA,Y,0,0,112,0,0,0,,,,0,8,2009,WD ,Normal,156500
641,535301170,20,RL,74.0,8532,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,TA,TA,CBlock,TA,TA,No,Rec,1213.0,Unf,0.0,84.0,1297.0,GasA,Gd,Y,SBrkr,1297,0,0,1297,0.0,1.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1954.0,Fin,2.0,498.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD ,Normal,153000
1584,916455120,20,RL,82.0,11202,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,206.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1029.0,Unf,0.0,403.0,1432.0,GasA,Ex,Y,SBrkr,1440,0,0,1440,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2.0,467.0,TA,TA,Y,185,95,0,0,0,0,,,,0,6,2008,WD ,Normal,232500
1033,527380240,60,RL,,14311,Pave,,IR1,Lvl,AllPub,FR3,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,402.0,Gd,TA,PConc,Gd,TA,No,GLQ,1023.0,Unf,0.0,213.0,1236.0,GasA,Ex,Y,SBrkr,1236,1104,0,2340,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1996.0,RFn,3.0,787.0,TA,TA,Y,192,180,218,0,0,0,,GdPrv,,0,6,2008,WD ,Normal,306000
2278,923202134,20,RL,70.0,8402,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,206.0,Unf,0.0,914.0,1120.0,GasA,Ex,Y,SBrkr,1120,0,0,1120,0.0,0.0,1,0,3,1,TA,6,Typ,0,,,,,0.0,0.0,,,Y,0,30,0,0,0,0,,,,0,12,2007,New,Partial,147000
740,903230100,30,RM,60.0,6911,Pave,,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405.0,Unf,0.0,740.0,1145.0,GasA,TA,Y,SBrkr,1301,0,0,1301,0.0,0.0,1,0,2,1,Fa,5,Min1,0,,Detchd,1965.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD ,Normal,100000
234,905352140,60,RL,,17082,Pave,,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,PConc,Gd,TA,Av,ALQ,964.0,Unf,0.0,153.0,1117.0,GasA,Ex,Y,SBrkr,1117,864,0,1981,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1978.0,Fin,2.0,522.0,TA,TA,Y,336,104,0,0,0,0,,,,0,5,2010,WD ,Normal,230000
1166,533213070,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549.0,Unf,0.0,195.0,744.0,GasA,Gd,Y,SBrkr,757,744,0,1501,0.0,0.0,2,1,3,1,TA,6,Typ,0,,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD ,Normal,179400
2387,528118010,60,RL,101.0,14215,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1158.0,1158.0,GasA,Ex,Y,SBrkr,1158,1218,0,2376,0.0,0.0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2005.0,RFn,3.0,853.0,TA,TA,Y,240,154,0,0,0,0,,,,0,11,2006,New,Partial,325300
1847,533221100,160,FV,,2117,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,436.0,Unf,0.0,320.0,756.0,GasA,Ex,Y,SBrkr,769,756,0,1525,0.0,0.0,2,1,3,1,Gd,5,Typ,1,TA,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2007,WD ,Normal,177000
2869,909425180,20,RL,80.0,12984,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283.0,LwQ,147.0,0.0,1430.0,GasA,Ex,Y,SBrkr,1647,0,0,1647,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1977.0,Fin,2.0,621.0,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2006,WD ,Normal,217500
771,905103040,60,RL,70.0,11184,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226.0,Rec,500.0,192.0,918.0,GasA,Gd,Y,SBrkr,918,765,0,1683,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2.0,440.0,TA,TA,Y,243,0,0,0,0,0,,,,0,7,2009,WD ,Normal,172500
1231,535105030,20,RL,75.0,7875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572.0,Unf,0.0,572.0,1144.0,GasA,Gd,Y,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1961.0,Unf,2.0,456.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,9,2008,WD ,Normal,139950
1471,907295020,20,RL,75.0,13125,Pave,,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,TA,TA,PConc,Gd,TA,Gd,GLQ,994.0,Unf,0.0,484.0,1478.0,GasA,Ex,Y,SBrkr,1493,0,0,1493,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,508.0,TA,TA,Y,140,39,0,0,0,0,,,,0,4,2008,WD ,Normal,208900
2473,531375060,20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1131.0,1131.0,GasA,Ex,Y,SBrkr,1131,0,0,1131,0.0,0.0,1,1,3,1,Gd,6,Typ,0,,,,,0.0,0.0,,,Y,0,39,0,0,0,0,,,,0,3,2006,New,Partial,132000
1111,528427010,20,RL,92.0,11932,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1580.0,1580.0,GasA,Ex,Y,SBrkr,1580,0,0,1580,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2008.0,RFn,3.0,830.0,TA,TA,Y,0,24,0,0,0,0,,,,0,6,2008,ConLD,Partial,235128
931,909427200,20,RL,80.0,14000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1092.0,1092.0,GasA,Ex,Y,SBrkr,1152,0,0,1152,0.0,1.0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1950.0,Unf,1.0,300.0,TA,TA,Y,0,36,0,0,0,0,,GdPrv,,0,8,2009,WD ,Family,158500
1530,909256060,50,RL,51.0,10480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,Ex,Y,FuseA,1166,0,473,1639,0.0,0.0,1,0,3,1,TA,6,Maj2,0,,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2008,WD ,Normal,115000
1022,527302210,20,RL,85.0,14450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1979,1979,Hip,CompShg,Plywood,Plywood,BrkFace,194.0,Gd,TA,CBlock,Gd,Fa,No,ALQ,864.0,LwQ,449.0,469.0,1782.0,GasA,TA,Y,SBrkr,1782,0,0,1782,0.0,1.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1979.0,Fin,2.0,551.0,TA,TA,Y,467,0,0,0,0,0,,,,0,3,2008,WD ,Normal,220000
1745,528228555,20,RL,53.0,3710,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1266.0,1266.0,GasA,Ex,Y,SBrkr,1266,0,0,1266,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,388.0,TA,TA,Y,100,16,0,0,0,0,,,,0,8,2007,New,Partial,185485
1918,535151100,20,RL,65.0,6860,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,54.0,TA,TA,CBlock,TA,TA,No,GLQ,908.0,Unf,0.0,100.0,1008.0,GasA,Ex,Y,SBrkr,1008,0,0,1008,1.0,0.0,1,0,3,1,Fa,6,Typ,0,,Detchd,1964.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,,,,0,12,2007,WD ,Normal,131000
504,528387030,60,RL,,11692,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,372.0,Gd,TA,PConc,Gd,TA,No,GLQ,624.0,Unf,0.0,549.0,1173.0,GasA,Ex,Y,SBrkr,1215,1017,0,2232,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,RFn,2.0,623.0,TA,TA,Y,173,165,0,0,0,0,,,,0,10,2009,WD ,Normal,263550
2404,528174080,120,RL,43.0,7052,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659.0,Unf,0.0,705.0,1364.0,GasA,Ex,Y,SBrkr,1364,0,0,1364,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,484.0,TA,TA,Y,192,36,0,0,0,0,,,,0,6,2006,WD ,Normal,185850
2668,902401090,90,RM,33.0,5976,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Gd,N,FuseA,624,624,0,1248,0.0,0.0,2,0,2,2,TA,8,Typ,0,,,,,0.0,0.0,,,N,0,130,256,0,0,0,,,,0,12,2006,WD ,Normal,93500
1097,528292060,60,RL,41.0,12460,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,870.0,Unf,0.0,167.0,1037.0,GasA,Ex,Y,SBrkr,1037,1285,0,2322,0.0,0.0,2,1,4,1,TA,8,Typ,1,TA,BuiltIn,1999.0,Fin,2.0,400.0,TA,TA,Y,144,44,0,0,0,0,,,,0,5,2008,WD ,Normal,225000
2536,534201280,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016.0,Unf,0.0,36.0,1052.0,GasA,Gd,Y,SBrkr,1052,0,0,1052,1.0,0.0,1,1,3,1,TA,5,Typ,0,,Attchd,1968.0,RFn,1.0,288.0,TA,TA,Y,356,0,0,0,0,0,,GdWo,,0,11,2006,WD ,Normal,138500
90,532479070,20,RL,39.0,15410,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,126.0,GLQ,859.0,223.0,1208.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,TA,7,Typ,2,Fa,Attchd,1974.0,Fin,2.0,461.0,TA,TA,Y,296,0,186,0,0,0,,GdPrv,,0,4,2010,WD ,Abnorml,169000
464,528188060,160,RL,36.0,2268,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,567.0,Unf,0.0,197.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,1626,0.0,0.0,2,0,2,1,Gd,6,Typ,0,,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,0,0,,,,0,7,2009,WD ,Normal,173000
750,903427120,70,RM,57.0,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1048.0,1048.0,GasA,Gd,Y,FuseA,1048,720,0,1768,0.0,0.0,2,0,3,1,TA,8,Typ,0,,Detchd,1930.0,Unf,2.0,576.0,Fa,Fa,Y,0,0,150,0,0,0,,,,0,6,2009,WD ,Normal,155000
